y,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day)
56.06,173.5 ,50.1 ,173.5 ,164.8 ,6.5 ,1006.2 ,794 ,100.00 
68.5,401.8 ,94.7 ,0.0 ,147.4 ,11.4 ,946.8 ,852 ,28.00 
36.15,307.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,812 ,365.00 
7.4,168.9 ,42.2 ,124.3 ,158.3 ,10.8 ,1080.8 ,796 ,3.00 
13.46,151.0 ,0.0 ,185.0 ,167.0 ,16.0 ,1074.0 ,678 ,28.00 
40.27,332.5 ,142.5 ,0.0 ,228.0 ,0.0 ,932.0 ,594 ,270.00 
9.74,154.8 ,0.0 ,142.8 ,193.3 ,9.1 ,877.2 ,868 ,28.00 
72.99,286.3 ,200.9 ,0.0 ,144.7 ,11.2 ,1004.6 ,804 ,56.00 
41.2,167.4 ,129.9 ,128.6 ,175.5 ,7.8 ,1006.3 ,747 ,28.00 
66,439.0 ,177.0 ,0.0 ,186.0 ,11.1 ,884.9 ,708 ,28.00 
59.3,213.5 ,0.0 ,174.2 ,154.6 ,11.7 ,1052.3 ,776 ,100.00 
11.36,277.0 ,0.0 ,0.0 ,191.0 ,0.0 ,968.0 ,856 ,3.00 
33.49,491.0 ,26.0 ,123.0 ,210.0 ,3.9 ,882.0 ,699 ,7.00 
77.3,362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,756 ,56.00 
23.64,359.0 ,19.0 ,141.0 ,154.0 ,10.9 ,942.0 ,801 ,3.00 
36.44,139.9 ,132.6 ,103.3 ,200.3 ,7.4 ,916.0 ,753 ,28.00 
66.6,313.3 ,262.2 ,0.0 ,175.5 ,8.6 ,1046.9 ,612 ,91.00 
44.39,313.0 ,145.0 ,0.0 ,178.0 ,8.0 ,867.0 ,824 ,28.00 
54.6,305.3 ,203.5 ,0.0 ,203.5 ,0.0 ,965.4 ,631 ,90.00 
79.3,362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,756 ,91.00 
58.8,531.3 ,0.0 ,0.0 ,141.8 ,28.2 ,852.1 ,894 ,56.00 
33.61,349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809 ,28.00 
7.32,182.0 ,45.2 ,122.0 ,170.2 ,8.2 ,1059.4 ,781 ,3.00 
51.33,275.1 ,0.0 ,121.4 ,159.5 ,9.9 ,1053.6 ,778 ,28.00 
7.51,135.7 ,203.5 ,0.0 ,185.7 ,0.0 ,1076.2 ,759 ,7.00 
33.95,166.8 ,250.2 ,0.0 ,203.5 ,0.0 ,975.6 ,693 ,28.00 
36.25,237.5 ,237.5 ,0.0 ,228.0 ,0.0 ,932.0 ,594 ,180.00 
39.3,234.0 ,156.0 ,0.0 ,189.0 ,5.9 ,981.0 ,760 ,28.00 
23.74,146.0 ,173.0 ,0.0 ,182.0 ,3.0 ,986.0 ,817 ,28.00 
27.87,133.0 ,200.0 ,0.0 ,192.0 ,0.0 ,927.4 ,839 ,28.00 
46.23,314.0 ,145.0 ,113.0 ,179.0 ,8.0 ,869.0 ,690 ,28.00 
42.35,250.0 ,0.0 ,95.7 ,187.4 ,5.5 ,956.9 ,861 ,100.00 
33.42,303.6 ,139.9 ,0.0 ,213.5 ,6.2 ,895.5 ,723 ,28.00 
33.31,132.0 ,206.5 ,160.9 ,178.9 ,5.5 ,866.9 ,736 ,28.00 
30.85,249.1 ,0.0 ,98.8 ,158.1 ,12.8 ,987.8 ,889 ,28.00 
61.24,325.6 ,166.4 ,0.0 ,174.0 ,8.9 ,881.6 ,790 ,28.00 
43.94,480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.2 ,712 ,28.00 
15.07,202.0 ,11.0 ,141.0 ,206.0 ,1.7 ,942.0 ,801 ,7.00 
54.28,480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.0 ,721 ,90.00 
31.25,277.0 ,0.0 ,0.0 ,191.0 ,0.0 ,968.0 ,856 ,90.00 
13.2,145.0 ,0.0 ,134.0 ,181.0 ,11.0 ,979.0 ,812 ,28.00 
32.01,424.0 ,22.0 ,132.0 ,178.0 ,8.5 ,882.0 ,750 ,3.00 
40.86,229.7 ,0.0 ,118.2 ,195.2 ,6.1 ,1028.1 ,758 ,100.00 
11.47,382.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1111.0 ,784 ,7.00 
21.18,339.2 ,0.0 ,0.0 ,185.7 ,0.0 ,1069.2 ,754 ,7.00 
62.05,424.0 ,22.0 ,132.0 ,178.0 ,8.5 ,822.0 ,750 ,28.00 
74.7,323.7 ,282.8 ,0.0 ,183.8 ,10.3 ,942.7 ,660 ,28.00 
22.44,281.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1104.0 ,774 ,28.00 
41.05,313.3 ,145.0 ,0.0 ,178.5 ,8.0 ,1001.9 ,689 ,28.00 
26.92,148.0 ,175.0 ,0.0 ,171.0 ,2.0 ,1000.0 ,828 ,28.00 
25.18,295.0 ,0.0 ,0.0 ,185.0 ,0.0 ,1069.0 ,769 ,28.00 
32.11,424.0 ,22.0 ,132.0 ,168.0 ,8.9 ,822.0 ,750 ,3.00 
44.61,141.9 ,166.6 ,129.7 ,173.5 ,10.9 ,882.6 ,785 ,28.00 
22.49,381.4 ,0.0 ,0.0 ,185.7 ,0.0 ,1104.6 ,784 ,28.00 
31.12,168.9 ,42.2 ,124.3 ,158.3 ,10.8 ,1080.8 ,796 ,28.00 
15.44,231.8 ,0.0 ,121.6 ,174.0 ,6.7 ,1056.4 ,779 ,3.00 
4.57,102.0 ,153.0 ,0.0 ,192.0 ,0.0 ,887.0 ,942 ,3.00 
22.44,281.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1104.0 ,774 ,28.00 
7.75,168.0 ,42.1 ,163.8 ,121.8 ,5.7 ,1058.7 ,780 ,3.00 
48.99,173.8 ,93.4 ,159.9 ,172.3 ,9.7 ,1007.2 ,747 ,56.00 
15.82,173.8 ,93.4 ,159.9 ,172.3 ,9.7 ,1007.2 ,747 ,3.00 
15.34,144.0 ,15.0 ,195.0 ,176.0 ,6.0 ,1021.0 ,709 ,28.00 
57.22,321.3 ,164.2 ,0.0 ,190.5 ,4.6 ,870.0 ,774 ,28.00 
35.3,362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,756 ,3.00 
49.77,259.9 ,100.6 ,78.4 ,170.6 ,10.4 ,935.7 ,763 ,28.00 
76.24,275.0 ,180.0 ,120.0 ,162.0 ,10.4 ,830.0 ,765 ,28.00 
24.66,250.0 ,0.0 ,95.7 ,191.8 ,5.3 ,948.9 ,857 ,14.00 
71.3,362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,756 ,28.00 
56.4,531.3 ,0.0 ,0.0 ,141.8 ,28.2 ,852.1 ,894 ,28.00 
33.7,213.5 ,0.0 ,174.2 ,154.6 ,11.7 ,1052.3 ,776 ,14.00 
45.7,375.0 ,93.8 ,0.0 ,126.6 ,23.4 ,852.1 ,993 ,7.00 
45.3,310.0 ,142.8 ,0.0 ,167.9 ,10.0 ,914.3 ,804 ,28.00 
39.15,168.9 ,42.2 ,124.3 ,158.3 ,10.8 ,1080.8 ,796 ,56.00 
33,212.0 ,141.3 ,0.0 ,203.5 ,0.0 ,973.4 ,750 ,28.00 
42.64,298.0 ,0.0 ,107.0 ,186.0 ,6.0 ,879.0 ,815 ,28.00 
18,213.7 ,98.1 ,24.5 ,181.7 ,6.9 ,1065.8 ,785 ,3.00 
47.4,297.2 ,0.0 ,117.5 ,174.8 ,9.5 ,1022.8 ,754 ,28.00 
74.99,522.0 ,0.0 ,0.0 ,146.0 ,0.0 ,896.0 ,896 ,28.00 
48.79,393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.0 ,758 ,90.00 
15.75,166.8 ,250.2 ,0.0 ,203.5 ,0.0 ,975.6 ,693 ,7.00 
2.33,108.3 ,162.4 ,0.0 ,203.5 ,0.0 ,938.2 ,849 ,3.00 
48.7,266.0 ,114.0 ,0.0 ,228.0 ,0.0 ,932.0 ,670 ,180.00 
23.08,173.5 ,50.1 ,173.5 ,164.8 ,6.5 ,1006.2 ,794 ,3.00 
40.86,190.0 ,190.0 ,0.0 ,228.0 ,0.0 ,932.0 ,670 ,28.00 
15.62,333.0 ,0.0 ,0.0 ,192.0 ,0.0 ,931.2 ,843 ,3.00 
53.58,285.0 ,190.0 ,0.0 ,163.0 ,7.6 ,1031.0 ,685 ,28.00 
26.23,153.0 ,145.0 ,113.0 ,178.0 ,8.0 ,867.0 ,824 ,28.00 
52.3,405.0 ,0.0 ,0.0 ,175.0 ,0.0 ,1120.0 ,695 ,28.00 
40.15,251.4 ,0.0 ,118.3 ,192.9 ,5.8 ,1043.6 ,754 ,100.00 
24.34,154.0 ,174.0 ,185.0 ,228.0 ,7.0 ,845.0 ,612 ,28.00 
43.01,427.5 ,47.5 ,0.0 ,228.0 ,0.0 ,932.0 ,594 ,270.00 
37.17,273.0 ,105.0 ,82.0 ,210.0 ,9.0 ,904.0 ,680 ,28.00 
27.53,307.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,812 ,28.00 
42.7,231.8 ,0.0 ,121.6 ,174.0 ,6.7 ,1056.4 ,779 ,56.00 
37.34,194.7 ,0.0 ,100.5 ,165.6 ,7.5 ,1006.4 ,906 ,100.00 
34.2,212.1 ,0.0 ,121.6 ,180.3 ,5.7 ,1057.6 ,779 ,56.00 
66.95,277.2 ,97.8 ,24.5 ,160.7 ,11.2 ,1061.7 ,783 ,100.00 
33.76,162.0 ,190.0 ,148.0 ,179.0 ,19.0 ,838.0 ,741 ,28.00 
43.06,376.0 ,0.0 ,0.0 ,214.6 ,0.0 ,1003.5 ,762 ,100.00 
25.1,312.7 ,0.0 ,0.0 ,178.1 ,8.0 ,999.7 ,822 ,28.00 
31.64,212.5 ,0.0 ,100.4 ,159.3 ,8.7 ,1007.8 ,904 ,28.00 
25.56,153.0 ,145.0 ,113.0 ,178.0 ,8.0 ,1002.0 ,689 ,28.00 
13.52,331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,879.0 ,825 ,3.00 
46.64,213.7 ,0.0 ,174.7 ,154.8 ,10.2 ,1053.5 ,776 ,56.00 
63.53,218.2 ,54.6 ,123.8 ,140.8 ,11.9 ,1075.7 ,793 ,100.00 
17.22,251.4 ,0.0 ,118.3 ,188.5 ,5.8 ,1028.4 ,758 ,3.00 
50.77,213.7 ,98.1 ,24.5 ,181.7 ,6.9 ,1065.8 ,785 ,56.00 
8.06,139.6 ,209.4 ,0.0 ,192.0 ,0.0 ,1047.0 ,807 ,3.00 
27.23,164.0 ,163.0 ,128.0 ,197.0 ,8.0 ,961.0 ,641 ,28.00 
48.72,295.7 ,0.0 ,95.6 ,171.5 ,8.9 ,955.1 ,859 ,56.00 
55.2,388.6 ,97.1 ,0.0 ,157.9 ,12.1 ,852.1 ,926 ,56.00 
22.53,350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775 ,14.00 
28.68,249.1 ,0.0 ,98.8 ,158.1 ,12.8 ,987.8 ,889 ,14.00 
33.8,255.0 ,99.0 ,77.0 ,189.0 ,6.0 ,919.0 ,749 ,28.00 
38.22,309.9 ,142.8 ,111.2 ,167.8 ,22.1 ,913.9 ,651 ,28.00 
47.1,379.5 ,151.2 ,0.0 ,153.9 ,15.9 ,1134.3 ,605 ,7.00 
36.96,250.2 ,166.8 ,0.0 ,203.5 ,0.0 ,977.6 ,694 ,28.00 
52.45,312.9 ,160.5 ,0.0 ,177.6 ,9.6 ,916.6 ,760 ,28.00 
73.3,439.0 ,177.0 ,0.0 ,186.0 ,11.1 ,884.9 ,708 ,91.00 
25.72,194.7 ,0.0 ,100.5 ,165.6 ,7.5 ,1006.4 ,906 ,28.00 
29.07,136.0 ,162.0 ,126.0 ,172.0 ,10.0 ,923.0 ,764 ,28.00 
43.73,284.0 ,15.0 ,141.0 ,179.0 ,5.5 ,842.0 ,801 ,28.00 
19.93,238.1 ,0.0 ,94.1 ,186.7 ,7.0 ,949.9 ,847 ,3.00 
38.11,310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850 ,360.00 
20.92,212.1 ,0.0 ,121.6 ,180.3 ,5.7 ,1057.6 ,779 ,14.00 
39.38,450.1 ,50.0 ,0.0 ,200.0 ,3.0 ,1124.4 ,613 ,28.00 
43.7,380.0 ,95.0 ,0.0 ,228.0 ,0.0 ,932.0 ,594 ,365.00 
31.74,331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821 ,28.00 
3.32,122.6 ,183.9 ,0.0 ,203.5 ,0.0 ,958.2 ,800 ,3.00 
24.85,190.3 ,0.0 ,125.2 ,166.6 ,9.9 ,1079.0 ,799 ,28.00 
26.4,190.7 ,0.0 ,125.4 ,162.1 ,7.8 ,1090.0 ,804 ,28.00 
70.7,469.0 ,117.2 ,0.0 ,137.8 ,32.2 ,852.1 ,841 ,91.00 
32.72,350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775 ,180.00 
34.68,310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,970.0 ,850 ,90.00 
25.62,376.0 ,0.0 ,0.0 ,214.6 ,0.0 ,1003.5 ,762 ,14.00 
8.54,158.4 ,0.0 ,194.9 ,219.7 ,11.0 ,897.7 ,713 ,28.00 
11.96,203.5 ,135.7 ,0.0 ,185.7 ,0.0 ,1076.2 ,759 ,7.00 
56.81,167.0 ,75.4 ,167.0 ,164.0 ,7.9 ,1007.3 ,770 ,100.00 
52.2,214.9 ,53.8 ,121.9 ,155.6 ,9.6 ,1014.3 ,781 ,28.00 
50.24,387.0 ,20.0 ,94.0 ,157.0 ,14.3 ,938.0 ,845 ,28.00 
39.05,374.0 ,0.0 ,0.0 ,190.0 ,7.0 ,1013.0 ,730 ,28.00 
47.82,212.0 ,0.0 ,124.8 ,159.0 ,7.8 ,1085.4 ,800 ,100.00 
55.55,491.0 ,26.0 ,123.0 ,210.0 ,3.9 ,882.0 ,699 ,28.00 
51.02,446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,712 ,28.00 
57.21,321.0 ,164.0 ,0.0 ,190.0 ,5.0 ,870.0 ,774 ,28.00 
24,382.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1047.0 ,739 ,7.00 
44.52,313.0 ,145.0 ,0.0 ,127.0 ,8.0 ,1000.0 ,822 ,28.00 
44.42,446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,712 ,28.00 
22.72,190.3 ,0.0 ,125.2 ,161.9 ,9.9 ,1088.1 ,803 ,14.00 
24.5,275.0 ,0.0 ,0.0 ,183.0 ,0.0 ,1088.0 ,808 ,28.00 
12.18,194.7 ,0.0 ,100.5 ,170.2 ,7.5 ,998.0 ,902 ,3.00 
56.85,275.1 ,0.0 ,121.4 ,159.5 ,9.9 ,1053.6 ,778 ,56.00 
50.53,288.0 ,192.0 ,0.0 ,192.0 ,0.0 ,932.0 ,718 ,90.00 
37.43,150.0 ,237.0 ,0.0 ,174.0 ,12.0 ,1069.0 ,675 ,28.00 
38.5,212.0 ,0.0 ,124.8 ,159.0 ,7.8 ,1085.4 ,800 ,28.00 
77.3,362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,756 ,56.00 
24.9,212.1 ,0.0 ,121.6 ,180.3 ,5.7 ,1057.6 ,779 ,28.00 
40.86,349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1056.0 ,809 ,120.00 
77.3,362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,756 ,56.00 
46.2,374.0 ,189.2 ,0.0 ,170.1 ,10.1 ,926.1 ,757 ,7.00 
29.98,350.0 ,0.0 ,0.0 ,203.0 ,0.0 ,974.0 ,775 ,56.00 
23.4,333.0 ,0.0 ,0.0 ,192.0 ,0.0 ,931.2 ,843 ,7.00 
29.23,108.3 ,162.4 ,0.0 ,203.5 ,0.0 ,938.2 ,849 ,90.00 
56.14,342.0 ,38.0 ,0.0 ,228.0 ,0.0 ,932.0 ,670 ,365.00 
14.99,349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806 ,3.00 
28.94,133.1 ,210.2 ,0.0 ,195.7 ,3.1 ,949.4 ,795 ,28.00 
25.89,305.3 ,203.5 ,0.0 ,203.5 ,0.0 ,965.4 ,631 ,7.00 
41.67,387.0 ,20.0 ,94.0 ,157.0 ,11.6 ,938.0 ,845 ,7.00 
39.46,159.8 ,250.0 ,0.0 ,168.4 ,12.2 ,1049.3 ,688 ,28.00 
29.72,143.0 ,169.0 ,143.0 ,191.0 ,8.0 ,967.0 ,643 ,28.00 
12.46,154.8 ,0.0 ,142.8 ,193.3 ,9.1 ,1047.4 ,697 ,28.00 
54.1,401.8 ,94.7 ,0.0 ,147.4 ,11.4 ,946.8 ,852 ,7.00 
41.05,349.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1047.0 ,806 ,180.00 
51.73,266.0 ,114.0 ,0.0 ,228.0 ,0.0 ,932.0 ,670 ,270.00 
41.68,203.5 ,305.3 ,0.0 ,203.5 ,0.0 ,963.4 ,630 ,28.00 
48.67,182.0 ,45.2 ,122.0 ,170.2 ,8.2 ,1059.4 ,781 ,100.00 
22.84,233.8 ,0.0 ,94.6 ,197.9 ,4.6 ,947.0 ,852 ,28.00 
71.3,362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,756 ,28.00 
20.73,251.4 ,0.0 ,118.3 ,192.9 ,5.8 ,1043.6 ,754 ,14.00 
71.3,362.6 ,189.0 ,0.0 ,164.9 ,11.6 ,944.7 ,756 ,28.00 
60.29,425.0 ,106.3 ,0.0 ,153.5 ,16.5 ,852.1 ,887 ,28.00 
19.01,153.0 ,145.0 ,0.0 ,178.0 ,8.0 ,1000.0 ,822 ,28.00 
21.29,172.4 ,13.6 ,172.4 ,156.8 ,4.1 ,1006.3 ,856 ,3.00 
49.77,260.0 ,101.0 ,78.0 ,171.0 ,10.0 ,936.0 ,763 ,28.00 
17.54,325.0 ,0.0 ,0.0 ,184.0 ,0.0 ,1063.0 ,783 ,7.00 
14.31,331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821 ,3.00 
11.41,200.0 ,133.0 ,0.0 ,192.0 ,0.0 ,965.4 ,806 ,3.00 
52.5,246.8 ,0.0 ,125.1 ,143.3 ,12.0 ,1086.8 ,801 ,28.00 
44.3,198.6 ,132.4 ,0.0 ,192.0 ,0.0 ,978.4 ,826 ,360.00 
22.63,203.5 ,135.7 ,0.0 ,185.7 ,0.0 ,1076.2 ,759 ,28.00 
41.05,313.0 ,145.0 ,0.0 ,178.0 ,8.0 ,1002.0 ,689 ,28.00 
17.17,200.0 ,133.0 ,0.0 ,192.0 ,0.0 ,965.4 ,806 ,7.00 
40.2,469.0 ,117.2 ,0.0 ,137.8 ,32.2 ,852.1 ,841 ,3.00 
38.21,375.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1038.0 ,758 ,28.00 
37.44,382.5 ,0.0 ,0.0 ,185.7 ,0.0 ,1047.8 ,739 ,28.00 
32.07,289.0 ,0.0 ,0.0 ,192.0 ,0.0 ,913.2 ,895 ,90.00 
31.18,322.0 ,0.0 ,116.0 ,196.0 ,10.0 ,818.0 ,813 ,28.00 
32.1,173.0 ,116.0 ,0.0 ,192.0 ,0.0 ,946.8 ,857 ,90.00 
39.66,141.3 ,212.0 ,0.0 ,203.5 ,0.0 ,971.8 ,749 ,90.00 
40.39,190.3 ,0.0 ,125.2 ,161.9 ,9.9 ,1088.1 ,803 ,100.00 
31.9,339.2 ,0.0 ,0.0 ,185.7 ,0.0 ,1069.2 ,754 ,28.00 
40.06,317.9 ,0.0 ,126.5 ,209.7 ,5.7 ,860.5 ,737 ,28.00 
38.6,214.9 ,53.8 ,121.9 ,155.6 ,9.6 ,1014.3 ,781 ,14.00 
33.94,251.8 ,0.0 ,99.9 ,146.1 ,12.4 ,1006.0 ,900 ,28.00 
40.71,222.4 ,0.0 ,96.7 ,189.3 ,4.5 ,967.1 ,870 ,100.00 
17.34,225.0 ,0.0 ,0.0 ,181.0 ,0.0 ,1113.0 ,833 ,28.00 
37.91,166.0 ,260.0 ,0.0 ,183.0 ,13.0 ,859.0 ,827 ,28.00 
49.8,323.7 ,282.8 ,0.0 ,183.8 ,10.3 ,942.7 ,660 ,7.00 
45.85,266.0 ,114.0 ,0.0 ,228.0 ,0.0 ,932.0 ,670 ,28.00 
23.52,149.0 ,118.0 ,92.0 ,183.0 ,7.0 ,953.0 ,780 ,28.00 
16.11,288.0 ,192.0 ,0.0 ,192.0 ,0.0 ,932.0 ,718 ,3.00 
37.91,331.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1025.0 ,821 ,90.00 
18.03,165.0 ,0.0 ,150.0 ,182.0 ,12.0 ,1023.0 ,729 ,28.00 
79.99,540.0 ,0.0 ,0.0 ,162.0 ,2.5 ,1040.0 ,676 ,28.00 
52.04,295.7 ,0.0 ,95.6 ,171.5 ,8.9 ,955.1 ,859 ,100.00 
20.59,108.3 ,162.4 ,0.0 ,203.5 ,0.0 ,938.2 ,849 ,28.00 
21.65,296.0 ,0.0 ,0.0 ,192.0 ,0.0 ,1085.0 ,765 ,28.00 
32.82,380.0 ,95.0 ,0.0 ,228.0 ,0.0 ,932.0 ,594 ,7.00 
67.8,337.9 ,189.0 ,0.0 ,174.9 ,9.5 ,944.7 ,756 ,91.00 
32.05,255.5 ,170.3 ,0.0 ,185.7 ,0.0 ,1026.6 ,724 ,28.00 
53.72,165.0 ,128.5 ,132.1 ,175.1 ,8.1 ,1005.8 ,747 ,56.00 
61.99,218.2 ,54.6 ,123.8 ,140.8 ,11.9 ,1075.7 ,793 ,56.00 
38.46,313.8 ,0.0 ,112.6 ,169.9 ,10.1 ,925.3 ,783 ,28.00 
24.4,286.3 ,200.9 ,0.0 ,144.7 ,11.2 ,1004.6 ,804 ,3.00 
38,286.3 ,200.9 ,0.0 ,144.7 ,11.2 ,1004.6 ,804 ,7.00 
17.6,186.2 ,124.1 ,0.0 ,185.7 ,0.0 ,1083.4 ,764 ,28.00 
64.9,313.3 ,262.2 ,0.0 ,175.5 ,8.6 ,1046.9 ,612 ,56.00 
15.42,144.0 ,0.0 ,175.0 ,158.0 ,18.0 ,943.0 ,844 ,28.00 
41.68,333.0 ,0.0 ,0.0 ,192.0 ,0.0 ,931.2 ,843 ,90.00 
31.03,133.0 ,210.0 ,0.0 ,196.0 ,3.0 ,949.0 ,795 ,28.00 
17.82,168.0 ,42.1 ,163.8 ,121.8 ,5.7 ,1058.7 ,780 ,14.00 
71.62,540.0 ,0.0 ,0.0 ,173.0 ,0.0 ,1125.0 ,613 ,180.00 
55.51,218.2 ,54.6 ,123.8 ,140.8 ,11.9 ,1075.7 ,793 ,28.00 
19.99,146.5 ,114.6 ,89.3 ,201.9 ,8.8 ,860.0 ,830 ,28.00 
19.54,203.5 ,305.3 ,0.0 ,203.5 ,0.0 ,963.4 ,630 ,7.00 
14.7,385.0 ,0.0 ,0.0 ,186.0 ,0.0 ,966.0 ,763 ,3.00 
61.89,540.0 ,0.0 ,0.0 ,162.0 ,2.5 ,1055.0 ,676 ,28.00 
48.59,178.0 ,129.8 ,118.6 ,179.9 ,3.6 ,1007.3 ,747 ,56.00 
9.87,310.0 ,0.0 ,0.0 ,192.0 ,0.0 ,971.0 ,851 ,3.00 
32.66,251.4 ,0.0 ,118.3 ,188.5 ,6.4 ,1028.4 ,758 ,28.00 
9.31,254.0 ,0.0 ,0.0 ,198.0 ,0.0 ,968.0 ,863 ,3.00 
53.52,297.8 ,137.2 ,106.9 ,201.3 ,6.0 ,878.4 ,655 ,28.00 
24.28,173.0 ,116.0 ,0.0 ,192.0 ,0.0 ,946.8 ,857 ,28.00 